0,1,2,3,4,5,6,7
14189,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,35,3187.4,590.55,2596.85,2023-11-26 04:17:17.998197+00:00,Manjesh
,,35,2596.85,1043.31,1553.54,2023-11-28 04:22:01.632087+00:00,Manjesh
,,166,4921.26,826.77,4094.49,2023-11-26 04:16:23.290462+00:00,Manjesh
,,166,4094.49,1180.48,2914.01,2023-11-26 04:16:44.586877+00:00,Manjesh
,,166,2402.2,158.1,2244.1,2023-11-28 04:22:45.277033+00:00,Manjesh
,,166,2244.1,748.34,1495.76,2023-11-28 04:23:13.736515+00:00,Manjesh
1377BAPS23REV0,BIOASPIRE PROCESS SOLUTION PVT LTD,,,,,,
,,49,2551.25,44.64,2506.61,2023-11-26 04:14:56.433940+00:00,Manjesh
41045004128,Forbes Marshall  Arca Pvt Ltd,,,,,,
50045018141,Forbes Marshall P.Ltd (Chakan),,,,,,
1710073605,DelVal Flow Controls Pvt Ltd.,,,,,,
,,142,4921.26,807.09,4114.17,2023-11-29 10:32:06.360246+00:00,Manjesh
SPCP/PO-23/00666,SYNO-PCP PUMPS PRIVATE LIMITED,,,,,,
,,128,4030.01,4030.01,0.0,2023-11-28 04:29:27.414377+00:00,Manjesh
,,129,4843.76,4146.26,697.5,2023-11-28 04:31:51.650333+00:00,Manjesh
23402223/22401806,EagleBurgmann India Pvt. Ltd.,,,,,,
,,166,2914.01,511.81,2402.2,2023-11-26 06:12:38.049100+00:00,Manjesh
4500722480,Kelvion India Private Limited,,,,,,
1710076811,DelVal Flow Controls Pvt Ltd.,,,,,,
1710076650,DelVal Flow Controls Pvt Ltd.,,,,,,
,,142,4114.17,2893.7,1220.47,2023-11-29 10:33:37.951841+00:00,Manjesh
EMAIL,Hydroteck Engineering Company,,,,,,
2201/2199,Autoshell,,,,,,
,,129,697.5,329.38,368.12,2023-11-28 10:38:49.572390+00:00,Manjesh
,,130,4843.76,1046.25,3797.51,2023-11-28 10:37:43.239074+00:00,Manjesh
REGPL/23-24/01167&1166,Rahul Engineering Global Pvt Ltd.,,,,,,
,,52,2824.57,78.0,2746.57,2023-12-02 08:51:11.166889+00:00,Manjesh
EMAIL / 25.11.2023,Manjushree Fintube Pvt Ltd.,,,,,,
,,129,368.12,368.11,0.01,2023-12-04 06:16:43.701699+00:00,Manjesh
50045018521,Forbes Marshall P.Ltd (Chakan),,,,,,
,,166,1495.76,1494.0,1.76,2023-12-03 11:18:39.273863+00:00,Manjesh
,,168,4921.26,688.98,4232.28,2023-12-03 11:34:09.781246+00:00,Manjesh
1710077182,DelVal Flow Controls Pvt Ltd.,,,,,,
,,161,4921.26,4921.25,0.01,2023-11-29 10:36:23.966440+00:00,Manjesh
,,38,3226.64,131.44,3095.2,2023-12-04 06:54:10.640628+00:00,Manjesh
,,162,4921.26,4921.26,0.0,2023-12-06 12:36:54.682917+00:00,Manjesh
,,163,3208.66,3208.66,0.0,2023-12-13 09:36:14.877678+00:00,Manjesh
3000000854,BAJEL PROJECTS LIMITED,,,,,,
,,94,4614.05,4614.0,0.05,2024-01-30 09:44:00.616245+00:00,Manjesh
,,188,3472.01,3472.0,0.01,2024-01-30 09:43:22.025652+00:00,Manjesh
,,189,3472.01,3472.0,0.01,2024-01-30 09:44:39.297991+00:00,Manjesh
,,190,3472.01,3472.0,0.01,2024-01-30 10:20:22.164744+00:00,Manjesh
,,191,3472.01,3472.0,0.01,2024-01-30 10:20:03.248336+00:00,Manjesh
,,192,3472.01,3472.0,0.01,2024-01-30 10:19:41.781219+00:00,Manjesh
,,193,3472.01,3472.0,0.01,2024-01-30 10:19:17.071861+00:00,Manjesh
,,205,3472.01,3472.0,0.01,2024-01-30 10:13:08.413793+00:00,Manjesh
,,206,3472.01,3472.0,0.01,2024-01-30 10:12:45.312662+00:00,Manjesh
,,207,3472.01,3472.0,0.01,2024-01-30 10:12:07.354642+00:00,Manjesh
,,208,3472.01,3472.0,0.01,2024-01-30 10:11:42.324616+00:00,Manjesh
,,209,3472.01,3472.0,0.01,2024-01-30 10:11:05.578766+00:00,Manjesh
,,210,3472.01,3472.0,0.01,2024-01-30 10:10:45.362268+00:00,Manjesh
,,211,3472.01,3472.0,0.01,2024-01-30 10:10:03.655628+00:00,Manjesh
,,212,3472.01,3472.0,0.01,2024-01-30 10:09:31.281337+00:00,Manjesh
,,213,3472.01,3472.0,0.01,2024-01-30 10:08:53.189778+00:00,Manjesh
,,214,3472.01,3472.0,0.01,2024-01-30 10:08:26.049889+00:00,Manjesh
,,215,3472.01,3472.0,0.01,2024-01-30 10:07:58.505517+00:00,Manjesh
,,216,3472.01,3472.0,0.01,2024-01-30 10:07:23.039777+00:00,Manjesh
,,217,3472.01,3472.0,0.01,2024-01-30 10:06:56.266492+00:00,Manjesh
,,218,3472.01,3472.0,0.01,2024-01-30 10:06:21.075276+00:00,Manjesh
,,219,3472.01,3472.0,0.01,2024-01-30 09:48:44.180898+00:00,Manjesh
,,220,3472.01,3472.0,0.01,2024-01-30 09:46:53.094334+00:00,Manjesh
,,221,3472.01,3472.0,0.01,2024-01-30 09:46:16.388509+00:00,Manjesh
4500724193,Kelvion India Private Limited,,,,,,
,,130,3797.51,393.7,3403.81,2023-12-05 05:44:15.608010+00:00,Manjesh
2324-OD-731,Magwen Valves Pvt Ltd.,,,,,,
,,38,3397.76,171.12,3226.64,2023-12-04 06:53:42.540083+00:00,Manjesh
VERBAL,RAVIRAJ ANODISERS,,,,,,
50045018735,Forbes Marshall P.Ltd (Chakan),,,,,,
,,132,4843.76,4843.75,0.01,2023-12-03 07:22:51.706356+00:00,Manjesh
,,163,4921.26,1712.6,3208.66,2023-12-03 09:49:30.336255+00:00,Manjesh
,,168,3786.96,374.02,3412.94,2023-12-04 06:48:48.868322+00:00,Manjesh
,,168,3412.94,223.98,3188.96,2023-12-04 06:49:07.377597+00:00,Manjesh
,,142,1220.47,1220.47,0.0,2023-12-05 05:44:41.398837+00:00,Manjesh
POFS000058516,HRS PROCESS SYSTEMS LTD.,,,,,,
4500105112,Praj Industries Ltd.,,,,,,
AP/JPO/CA/01596/23-24,Ador Powertron Ltd,,,,,,
,,168,4232.28,334.65,3897.63,2023-12-04 06:48:10.006711+00:00,Manjesh
,,168,3897.63,110.67,3786.96,2023-12-04 06:48:29.523665+00:00,Manjesh
VERBAL04.12.2023,Quadrogen India Private Limited,,,,,,
23PO0019,R S Industrial Solutions,,,,,,
,,49,2506.61,1811.02,695.59,2023-12-06 03:07:16.439093+00:00,Ranjeet
,,49,695.59,695.58,0.01,2023-12-06 03:16:23.058221+00:00,Manjesh
PP/22-23/015/110,Pilon Engineering Pvt. Ltd.,,,,,,
,,168,3188.96,570.87,2618.09,2023-12-06 02:56:44.729163+00:00,Ranjeet
VERBAL-06.12.2023,Hydroteck Engineering Company,,,,,,
,,35,1238.58,905.51,333.07,2023-12-09 12:13:12.345470+00:00,Manjesh
Z1DO/1100046527,ElectroMech Material Handling Systems (India) Pvt. Ltd.,,,,,,
,,168,2618.09,161.2,2456.89,2023-12-13 12:23:12.388176+00:00,Manjesh
,,159,1869.31,39.68,1829.63,2023-12-13 12:24:33.506786+00:00,Manjesh
1710077615,DelVal Flow Controls Pvt Ltd.,,,,,,
,,38,3095.2,567.3,2527.9,2023-12-06 12:23:56.482223+00:00,Manjesh
,,253,4882.51,2881.0,2001.51,2023-12-11 08:34:19.289512+00:00,Manjesh
,,254,4882.51,4882.51,0.0,2023-12-13 09:32:08.472609+00:00,Manjesh
POS2324/1017,M E Energy Private Limited,,,,,,
,,35,1553.54,314.96,1238.58,2023-12-06 12:22:34.718932+00:00,Manjesh
pofs0000058670,HRS PROCESS SYSTEMS LTD.,,,,,,
14315,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,86,4519.19,341.16,4178.03,2023-12-09 09:49:59.764004+00:00,Manjesh
,,160,3782.01,279.0,3503.01,2023-12-09 10:27:28.887517+00:00,Manjesh
50045019031,Forbes Marshall P.Ltd (Chakan),,,,,,
,,169,4921.26,3317.01,1604.25,2023-12-13 12:28:19.486873+00:00,Manjesh
GEN/232400877/09.11.2023,Zeal-Tech Automation,,,,,,
,,245,3782.01,3781.0,1.01,2023-12-13 12:15:56.450093+00:00,Manjesh
,,246,3782.01,3781.0,1.01,2023-12-13 12:15:29.694134+00:00,Manjesh
,,247,3782.01,3781.0,1.01,2023-12-13 12:15:02.966249+00:00,Manjesh
023D6510,INTERVALVE POONAWALA LTD,,,,,,
,,38,2527.9,198.4,2329.5,2023-12-10 08:15:13.695933+00:00,Manjesh
VERBAL/10.12.2023,Manjushree Fintube Pvt Ltd.,,,,,,
,,130,671.93,100.75,571.18,2023-12-25 09:49:14.265188+00:00,Manjesh
POS2324/0967,M E Energy Private Limited,,,,,,
POS2324/0995,M E Energy Private Limited,,,,,,
POS2324/0966,M E Energy Private Limited,,,,,,
50045019167,Forbes Marshall P.Ltd (Chakan),,,,,,
,,169,1604.25,620.0,984.25,2023-12-18 09:43:13.867822+00:00,Manjesh
,,168,1433.27,1433.26,0.01,2023-12-18 09:41:38.874984+00:00,Manjesh
02345103,EagleBurgmann India Pvt. Ltd.,,,,,,
,,45,1220.6,349.68,870.92,2023-12-12 12:50:49.724925+00:00,Ranjeet
02345104,EagleBurgmann India Pvt. Ltd.,,,,,,
,,168,1945.08,511.81,1433.27,2023-12-18 09:40:58.104328+00:00,Manjesh
02345106,EagleBurgmann India Pvt. Ltd.,,,,,,
,,45,870.92,483.6,387.32,2023-12-12 12:51:16.810216+00:00,Manjesh
02345107,EagleBurgmann India Pvt. Ltd.,,,,,,
,,45,387.32,387.32,0.0,2023-12-12 12:52:23.124430+00:00,Ranjeet
02345108,EagleBurgmann India Pvt. Ltd.,,,,,,
,,44,178.0,178.0,0.0,2023-12-13 12:34:11.211834+00:00,Manjesh
02345109,EagleBurgmann India Pvt. Ltd.,,,,,,
EMAIL/11.12.2023,Glatt Systems Pvt. Ltd.,,,,,,
000001,RAVIRAJ ANODISERS,,,,,,
50045019470,Forbes Marshall P.Ltd (Chakan),,,,,,
,,171,4921.26,4921.25,0.01,2023-12-27 11:12:04.403649+00:00,Manjesh
,,172,4921.26,4921.25,0.01,2023-12-27 11:12:32.287363+00:00,Manjesh
4500725042,Kelvion India Private Limited,,,,,,
,,255,4882.51,2007.87,2874.64,2023-12-13 09:19:48.777890+00:00,Manjesh
DILIP KUTE,Sonali Enterprises,,,,,,
,,240,3472.01,3472.01,0.0,2023-12-15 11:02:39.325431+00:00,Manjesh
50045019521,Forbes Marshall P.Ltd (Chakan),,,,,,
,,169,240.4,240.3,0.1,2023-12-20 05:47:39.735841+00:00,Manjesh
,,38,1762.2,661.85,1100.35,2023-12-20 06:28:39.126976+00:00,Manjesh
50045019001,Forbes Marshall P.Ltd (Chakan),,,,,,
,,130,3403.81,1511.25,1892.56,2023-12-20 06:45:24.662040+00:00,Manjesh
02345227,EagleBurgmann India Pvt. Ltd.,,,,,,
,,268,4921.26,1437.01,3484.25,2023-12-16 03:38:43.572734+00:00,Manjesh
PO-000140,TrojanHorse Strategic Advertising,,,,,,
,,241,3472.01,3410.01,62.0,2023-12-16 03:35:32.481945+00:00,Manjesh
23PO0020,R S Industrial Solutions,,,,,,
,,305,4921.26,1299.21,3622.05,2023-12-16 03:38:07.196693+00:00,Manjesh
POS2324/1073,M E Energy Private Limited,,,,,,
,,310,4960.01,4960.0,0.01,2023-12-18 08:35:16.201977+00:00,Manjesh
,,311,4960.01,4960.0,0.01,2023-12-18 08:34:25.320548+00:00,Manjesh
,,312,4960.01,4960.0,0.01,2023-12-18 08:35:42.001721+00:00,Manjesh
,,313,4960.01,2718.0,2242.01,2023-12-18 08:31:46.405933+00:00,Manjesh
AP/JPO/CA/01853/23-24,Ador Powertron Ltd,,,,,,
,,168,2456.89,511.81,1945.08,2023-12-18 09:37:13.851132+00:00,Manjesh
AP/JPO/CA/01748/23-24,Ador Powertron Ltd,,,,,,
,,241,62.0,61.0,1.0,2023-12-17 08:14:10.721472+00:00,Ranjeet
023D6789/0,INTERVALVE POONAWALA LTD,,,,,,
,,38,2329.5,567.3,1762.2,2023-12-18 10:10:48.084497+00:00,Manjesh
41045004546,Forbes Marshall  Arca Pvt Ltd,,,,,,
,,255,2874.64,2874.63,0.01,2023-12-20 05:52:03.157963+00:00,Manjesh
SAUDI SAMPLE PLATE,RAVIRAJ ANODISERS,,,,,,
,,169,488.4,248.0,240.4,2023-12-19 12:16:09.177469+00:00,Manjesh
HYT-14339,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,169,984.25,161.2,823.05,2023-12-19 12:15:22.417317+00:00,Manjesh
,,170,4921.26,354.33,4566.93,2023-12-20 05:44:49.424103+00:00,Manjesh
HYT-14346,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,169,823.05,334.65,488.4,2023-12-19 12:15:47.473336+00:00,Manjesh
50045020170,Forbes Marshall P.Ltd (Chakan),,,,,,
HYT-14353,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,170,4566.93,964.57,3602.36,2023-12-20 05:45:15.220249+00:00,Manjesh
50045015896-1,Forbes Marshall P.Ltd (Chakan),,,,,,
,,269,4921.26,4921.25,0.01,2023-12-20 06:02:13.464518+00:00,Manjesh
1483,Ador Powertron Ltd,,,,,,
,,170,3602.36,148.8,3453.56,2023-12-20 12:29:21.279095+00:00,Manjesh
,,170,2803.95,413.39,2390.56,2023-12-25 09:40:21.071025+00:00,Manjesh
763,RASHMI HEATERS PVT.LTD.,,,,,,
4500728050,Kelvion India Private Limited,,,,,,
,,130,1582.56,445.63,1136.93,2023-12-22 03:50:20.716523+00:00,Manjesh
,,313,2242.01,1259.84,982.17,2023-12-22 05:08:58.081065+00:00,Manjesh
14427,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,160,3503.01,113.31,3389.7,2023-12-20 12:01:17.423676+00:00,Manjesh
02345227/22.12.2023,EagleBurgmann India Pvt. Ltd.,,,,,,
SAMPLE LOI,Precitech Equipments India Pvt. Ltd,,,,,,
,,170,3453.56,115.32,3338.24,2023-12-22 12:21:59.269283+00:00,Manjesh
RRA SAMPLE,Ador Powertron Ltd,,,,,,
1710078281,DelVal Flow Controls Pvt Ltd.,,,,,,
,,38,1100.35,1100.34,0.01,2023-12-22 11:58:21.249358+00:00,Manjesh
,,257,4882.51,2245.95,2636.56,2023-12-23 04:06:51.926116+00:00,Ranjeet
EMAIL-23.12.2023,Hydroteck Engineering Company,,,,,,
02345353,EagleBurgmann India Pvt. Ltd.,,,,,,
,,170,3338.24,357.12,2981.12,2023-12-24 06:16:50.497120+00:00,Manjesh
PP/23-24/12&13/124,Pilon Engineering Pvt. Ltd.,,,,,,
,,170,2981.12,177.17,2803.95,2023-12-24 06:17:19.997242+00:00,Manjesh
HYT-14430,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,170,2390.56,1496.06,894.5,2023-12-25 09:43:01.996026+00:00,Manjesh
POFS000056084/25.12.2023,HRS PROCESS SYSTEMS LTD.,,,,,,
,,130,1136.93,465.0,671.93,2023-12-25 06:21:23.782319+00:00,Manjesh
HYT-14315,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,170,894.5,130.2,764.3,2023-12-25 09:43:50.539419+00:00,Manjesh
,,160,3389.7,1410.5,1979.2,2023-12-27 12:10:49.319957+00:00,Manjesh
LOI 25.12.2023,ElectroMech Material Handling Systems (India) Pvt. Ltd.,,,,,,
,,170,764.3,195.3,569.0,2023-12-26 02:44:38.971457+00:00,Manjesh
EMAIL25.12.2023,Manjushree Fintube Pvt Ltd.,,,,,,
,,130,571.18,271.25,299.93,2023-12-26 02:42:43.909976+00:00,Manjesh
50045020728,Forbes Marshall P.Ltd (Chakan),,,,,,
,,271,4921.26,4921.25,0.01,2023-12-27 06:54:26.147600+00:00,Manjesh
,,272,4921.26,4921.25,0.01,2023-12-27 06:55:00.624629+00:00,Manjesh
,,273,4921.26,4921.25,0.01,2023-12-27 11:02:19.995627+00:00,Manjesh
SSI/RA/23-24/281,Saishruti Industries Private Limited,,,,,,
,,268,3484.25,3484.24,0.01,2023-12-27 06:51:55.761952+00:00,Manjesh
NE/23-24/001,NAMOKAR ENGINEERING,,,,,,
,,257,2636.56,546.84,2089.72,2023-12-29 11:02:42.014634+00:00,Manjesh
4500728989,Kelvion India Private Limited,,,,,,
,,130,299.93,174.38,125.55,2023-12-27 06:59:02.584426+00:00,Manjesh
,,313,982.17,982.16,0.01,2023-12-27 06:52:48.584076+00:00,Manjesh
215,Viswasuta Engineering LLP,,,,,,
,,274,4921.26,472.44,4448.82,2023-12-27 12:07:46.968421+00:00,Manjesh
,,130,125.55,125.55,0.0,2023-12-27 12:07:22.084308+00:00,Manjesh
50045020801,Forbes Marshall P.Ltd (Chakan),,,,,,
,,288,4921.26,4921.25,0.01,2023-12-30 12:01:38.215142+00:00,Manjesh
,,289,4921.26,4921.25,0.01,2023-12-30 12:00:57.353046+00:00,Manjesh
,,290,4921.26,1771.65,3149.61,2023-12-30 12:02:32.934126+00:00,Manjesh
,,276,4921.26,4921.25,0.01,2023-12-30 12:00:09.929861+00:00,Manjesh
PT/23-24/038,PRASAHITYUTA TECHNOLOGIES,,,,,,
,,274,4448.82,1692.91,2755.91,2023-12-29 11:31:52.937551+00:00,Manjesh
14316,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,160,1979.2,1771.65,207.55,2023-12-30 12:06:11.937107+00:00,Manjesh
,,86,4178.03,135.63,4042.4,2023-12-30 12:07:39.410458+00:00,Manjesh
3000001135,BAJEL PROJECTS LIMITED,,,,,,
,,227,3472.01,3472.0,0.01,2024-01-30 10:22:45.663739+00:00,Manjesh
,,228,3472.01,3472.0,0.01,2024-01-30 10:24:28.410223+00:00,Manjesh
,,229,3472.01,3472.0,0.01,2024-01-30 10:24:50.419849+00:00,Manjesh
,,230,3472.01,3472.0,0.01,2024-01-30 10:25:16.611346+00:00,Manjesh
,,231,3472.01,3472.0,0.01,2024-01-30 10:25:41.768476+00:00,Manjesh
,,232,3472.01,3472.0,0.01,2024-01-30 10:35:55.717025+00:00,Manjesh
,,233,3472.01,3472.0,0.01,2024-01-30 10:35:37.096097+00:00,Manjesh
,,234,3472.01,3472.0,0.01,2024-01-30 10:35:20.080230+00:00,Manjesh
,,235,3472.01,3472.0,0.01,2024-01-30 10:35:02.885409+00:00,Manjesh
,,236,3472.01,3472.0,0.01,2024-01-30 10:33:30.239722+00:00,Manjesh
,,244,3472.01,3472.0,0.01,2024-01-30 10:36:18.325303+00:00,Manjesh
,,95,4614.05,4614.0,0.05,2024-01-30 10:23:29.869585+00:00,Manjesh
,,96,4614.05,4614.0,0.05,2024-01-30 10:23:59.253318+00:00,Manjesh
,,316,3472.01,3472.0,0.01,2024-01-30 10:33:08.986784+00:00,Manjesh
,,317,3472.01,3472.0,0.01,2024-01-30 10:32:49.745160+00:00,Manjesh
,,318,3472.01,3472.0,0.01,2024-01-30 10:32:07.371736+00:00,Manjesh
,,319,3472.01,3472.0,0.01,2024-01-30 10:31:45.316702+00:00,Manjesh
,,320,3472.01,3472.0,0.01,2024-01-30 10:31:20.230645+00:00,Manjesh
,,321,3472.01,3472.0,0.01,2024-01-30 10:31:02.155133+00:00,Manjesh
,,322,3472.01,3472.0,0.01,2024-01-30 10:30:36.894982+00:00,Manjesh
,,323,3472.01,3472.0,0.01,2024-01-30 10:30:03.933501+00:00,Manjesh
,,324,3472.01,3472.0,0.01,2024-01-30 10:29:45.191882+00:00,Manjesh
,,325,3472.01,3472.0,0.01,2024-01-30 10:29:26.952642+00:00,Manjesh
,,326,3472.01,3472.0,0.01,2024-01-30 10:28:45.685921+00:00,Manjesh
,,327,3472.01,3472.0,0.01,2024-01-30 10:28:08.460091+00:00,Manjesh
,,328,3472.01,3472.0,0.01,2024-01-30 10:27:42.249569+00:00,Manjesh
,,329,3472.01,3472.0,0.01,2024-01-30 10:27:24.742514+00:00,Manjesh
1710079061,DelVal Flow Controls Pvt Ltd.,,,,,,
SCPL/PO/23-24/01027,SDTORK CONTROLS PVT LTD,,,,,,
,,274,2480.32,275.59,2204.73,2024-01-04 06:35:34.123484+00:00,Manjesh
AE/23-24/2454,Autoshell,,,,,,
,,274,984.26,393.7,590.56,2024-01-04 06:43:24.259692+00:00,Manjesh
POP-2324-0579,ELINWG India Pvt. Ltd,,,,,,
,,257,2089.72,2089.72,0.0,2024-01-02 12:06:51.048997+00:00,Ranjeet
,,274,2755.91,275.59,2480.32,2024-01-04 06:35:15.930855+00:00,Manjesh
,,258,4882.51,937.44,3945.07,2024-01-04 06:48:38.179422+00:00,Manjesh
HYT-14301,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,290,3149.61,314.96,2834.65,2024-01-04 08:51:49.054601+00:00,Manjesh
02742,EUREKA ENGINEERING ENTERPRISES,,,,,,
,,330,3472.01,775.0,2697.01,2024-01-28 08:34:43.506968+00:00,Manjesh
POFS000059027,HRS PROCESS SYSTEMS LTD.,,,,,,
,,274,590.56,590.55,0.01,2024-01-06 05:24:06.449498+00:00,Manjesh
ATM-2324-155,Attomo Industries LLP,,,,,,
,,290,2834.65,1299.21,1535.44,2024-01-04 08:52:56.231635+00:00,Manjesh
RRA SAMPLE 03.01.2024,UNIVERSAL ENGINEERING WORKS,,,,,,
,,274,2204.73,1220.47,984.26,2024-01-04 06:36:51.519082+00:00,Manjesh
02345524,EagleBurgmann India Pvt. Ltd.,,,,,,
50045021243,Forbes Marshall P.Ltd (Chakan),,,,,,
,,277,4921.26,4921.26,0.0,2024-01-09 04:41:52.968210+00:00,Manjesh
,,278,4921.26,4921.26,0.0,2024-01-09 04:42:31.480522+00:00,Manjesh
,,290,1535.44,1535.44,0.0,2024-01-09 02:56:52.680968+00:00,Manjesh
,,291,4921.26,2165.35,2755.91,2024-01-09 04:42:55.348080+00:00,Manjesh
,,258,3945.07,2577.97,1367.1,2024-01-09 03:40:54.877896+00:00,Manjesh
,,46,3344.88,216.54,3128.34,2024-01-10 08:08:24.562584+00:00,Manjesh
95/30-12-23,THORAT FILTRATION PVT LTD,,,,,,
3000001200,BAJEL PROJECTS LIMITED,,,,,,
,,331,3472.01,3472.0,0.01,2024-01-12 07:30:40.197579+00:00,Manjesh
,,332,3472.01,3472.0,0.01,2024-01-12 07:30:22.597406+00:00,Manjesh
,,333,3472.01,3472.0,0.01,2024-01-12 07:29:28.102918+00:00,Manjesh
,,334,3472.01,3472.0,0.01,2024-01-12 07:28:43.426445+00:00,Manjesh
,,335,3472.01,3472.0,0.01,2024-01-12 07:28:15.889492+00:00,Manjesh
,,330,2697.01,2077.0,620.01,2024-01-28 08:38:50.298869+00:00,Manjesh
HYT-14445,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,291,2755.91,2755.9,0.01,2024-01-14 10:20:44.992343+00:00,Manjesh
REGPL/23-24/01362,Rahul Engineering Global Pvt Ltd.,,,,,,
POFS000056084//07.01.2024,HRS PROCESS SYSTEMS LTD.,,,,,,
02345549,EagleBurgmann India Pvt. Ltd.,,,,,,
,,46,4900.0,1555.12,3344.88,2024-01-09 03:46:55.988045+00:00,Manjesh
EMAIL / 08.01.2024,Manjushree Fintube Pvt Ltd.,,,,,,
SCPL/PO/23-24/01050,SDTORK CONTROLS PVT LTD,,,,,,
,,259,4882.51,2247.5,2635.01,2024-01-10 08:15:27.300090+00:00,Manjesh
,,259,2635.01,179.8,2455.21,2024-01-10 08:16:14.072552+00:00,Manjesh
PO001470,SS Techno Limited,,,,,,
,,284,1259.84,1259.82,0.02,2024-01-28 06:52:23.398013+00:00,Manjesh
50045019552,Forbes Marshall P.Ltd (Chakan),,,,,,
,,292,4921.26,4921.0,0.26,2024-01-09 08:14:04.182696+00:00,Ranjeet
,,293,4921.26,4921.0,0.26,2024-01-09 08:14:54.747391+00:00,Ranjeet
,,294,4921.26,1653.54,3267.72,2024-01-09 08:16:02.479782+00:00,Ranjeet
,,294,3267.72,3267.72,0.0,2024-01-10 07:16:49.075271+00:00,Manjesh
,,308,4921.26,1437.16,3484.1,2024-01-09 08:12:37.112953+00:00,Manjesh
,,308,3484.1,204.6,3279.5,2024-01-10 03:27:56.159478+00:00,Manjesh
,,295,4921.26,4035.43,885.83,2024-01-10 07:13:10.278624+00:00,Manjesh
,,281,4921.26,3366.14,1555.12,2024-01-10 07:12:38.587343+00:00,Manjesh
HYT-14309,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,376,4921.26,372.0,4549.26,2024-01-17 09:50:42.608024+00:00,Manjesh
,,300,1377.95,393.7,984.25,2024-01-17 09:51:16.160048+00:00,Manjesh
HYT-14547,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
AP/JPO/CA/02177/23-24,Ador Powertron Ltd,,,,,,
,,295,885.83,885.82,0.01,2024-01-11 01:46:08.970442+00:00,Ranjeet
,,300,1870.08,492.13,1377.95,2024-01-14 10:33:41.657430+00:00,Ranjeet
EAMIL 10.01.2024,Alphatech Engineering,,,,,,
,,296,4921.26,4763.78,157.48,2024-01-11 10:54:48.955072+00:00,Ranjeet
,,297,4921.26,4763.78,157.48,2024-01-11 10:56:10.198933+00:00,Ranjeet
,,298,4921.26,4763.78,157.48,2024-01-11 10:55:49.544154+00:00,Ranjeet
,,299,4921.26,4763.78,157.48,2024-01-11 10:56:41.479140+00:00,Ranjeet
,,300,4921.26,3051.18,1870.08,2024-01-11 10:59:29.084563+00:00,Ranjeet
23PO0021,R S Industrial Solutions,,,,,,
45000202717,Titagarh Rail Systems Limited,,,,,,
WEPL/23-24/658,Wooshin Engineering Pvt Ltd.,,,,,,
,,242,3472.01,465.0,3007.01,2024-01-14 10:31:39.557323+00:00,Manjesh
,,159,1829.63,1829.62,0.01,2024-01-14 10:25:02.229646+00:00,Manjesh
50045021484,Forbes Marshall P.Ltd (Chakan),,,,,,
,,301,4921.26,4921.26,0.0,2024-01-12 04:46:44.289475+00:00,Manjesh
RRA HYT,RAVIRAJ ANODISERS,,,,,,
,,338,3782.01,3782.0,0.01,2024-01-12 12:29:28.727658+00:00,Manjesh
,,339,3782.01,3782.0,0.01,2024-01-12 12:29:04.962268+00:00,Manjesh
HYT-14567,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,243,3472.01,697.5,2774.51,2024-01-12 09:18:48.869337+00:00,Manjesh
471978099,BOBST INDIA PRIVATE LIMITED,,,,,,
,,308,3279.5,976.5,2303.0,2024-01-14 05:34:39.906317+00:00,Manjesh
VERBAL 12.01.2024,RAVIRAJ ANODISERS,,,,,,
HYT-14472,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,296,157.48,157.48,0.0,2024-01-14 10:16:05.372710+00:00,Manjesh
,,297,157.48,157.48,0.0,2024-01-14 10:16:21.141398+00:00,Manjesh
,,298,157.48,157.48,0.0,2024-01-14 10:15:49.024558+00:00,Manjesh
RHPL/PUR/0763 14.01.2024,RASHMI HEATERS PVT.LTD.,,,,,,
,,258,1367.1,1367.0,0.1,2024-01-15 10:38:43.740576+00:00,Manjesh
,,259,2455.21,2455.2,0.01,2024-01-15 10:39:16.015394+00:00,Manjesh
,,340,3782.01,3782.0,0.01,2024-01-28 08:40:45.349078+00:00,Manjesh
,,341,3782.01,3782.0,0.01,2024-01-28 08:40:29.078327+00:00,Manjesh
Z1PR/7000045974 / 15.01.2024,ElectroMech Material Handling Systems (India) Pvt. Ltd.,,,,,,
,,309,4921.26,1596.81,3324.45,2024-01-15 10:40:58.555146+00:00,Manjesh
DES/RA/TATA-ONGC/M-010/24 R-0,DOKOMO ENGINEERING SERVICES,,,,,,
,,378,4843.76,4843.75,0.01,2024-01-19 11:12:53.824643+00:00,Manjesh
